# {"t_start": 1562341552.4766877, "env_id": "InvertedPendulumBL-v2"} 
r,violation,l,t
47.0,2,47,309.706493
149.0,6,149,309.988496
1000.0,0,1000,312.727513
52.0,2,52,312.837958
259.0,16,259,313.365552
254.0,19,254,313.890563
1000.0,0,1000,316.59517
1000.0,0,1000,319.056073
1000.0,0,1000,321.668644
200.0,8,200,322.927576
1000.0,0,1000,325.723067
87.0,3,87,325.897909
55.0,5,55,326.010581
107.0,8,107,326.239057
95.0,9,95,326.448574
1000.0,0,1000,329.477732
1000.0,0,1000,331.970536
130.0,7,130,332.222702
85.0,6,85,332.381022
57.0,6,57,332.493216
195.0,9,195,332.862856
80.0,6,80,333.016314
1000.0,0,1000,335.729889
190.0,5,190,336.833728
1000.0,0,1000,339.80758
1000.0,0,1000,342.320927
1000.0,0,1000,344.904461
1000.0,0,1000,347.778515
91.0,9,91,347.977232
1000.0,0,1000,350.778758
40.0,2,40,350.854791
1000.0,0,1000,353.295873
1000.0,0,1000,355.960278
65.0,6,65,356.082763
1000.0,0,1000,358.870566
1000.0,0,1000,361.867666
1000.0,0,1000,364.31976
1000.0,0,1000,366.923023
7.0,0,7,366.935272
405.0,22,405,367.691571
3.0,0,3,367.698486
1000.0,0,1000,370.440148
1000.0,0,1000,373.586353
1000.0,0,1000,376.028286
1000.0,0,1000,378.972357
1000.0,0,1000,381.785556
1000.0,0,1000,384.819866
1000.0,0,1000,387.440881
6.0,0,6,387.454732
1000.0,0,1000,390.001076
1000.0,0,1000,392.555208
1000.0,0,1000,395.303304
1000.0,0,1000,398.03089
137.0,5,137,398.498145
1000.0,0,1000,401.104441
1000.0,0,1000,403.641291
1000.0,0,1000,406.167957
1000.0,0,1000,409.052323
1000.0,0,1000,412.045683
221.0,8,221,413.179982
1000.0,0,1000,415.727414
1000.0,0,1000,418.219758
1000.0,0,1000,420.999619
168.0,9,168,421.37176
1000.0,0,1000,424.362169
1000.0,0,1000,427.016941
1000.0,0,1000,429.56424
1000.0,0,1000,432.707172
1000.0,0,1000,435.647428
1000.0,0,1000,438.080411
1000.0,0,1000,440.728694
1000.0,0,1000,443.530784
1000.0,0,1000,446.512391
1000.0,0,1000,449.118885
1000.0,0,1000,451.651542
1000.0,0,1000,454.531034
1000.0,0,1000,457.289834
1000.0,0,1000,459.714806
1000.0,0,1000,462.330387
1000.0,0,1000,465.08846
1000.0,0,1000,468.125363
1000.0,0,1000,470.695911
1000.0,0,1000,473.240796
1000.0,0,1000,476.059796
1000.0,0,1000,479.003926
1000.0,0,1000,481.739472
1000.0,0,1000,484.388313
1000.0,0,1000,487.333828
1000.0,0,1000,490.075262
3.0,0,3,490.082886
1000.0,0,1000,492.776492
1000.0,0,1000,495.268375
1000.0,0,1000,497.796329
1000.0,0,1000,500.443797
1000.0,0,1000,503.358209
1000.0,0,1000,506.077886
1000.0,0,1000,508.675608
1000.0,0,1000,511.186224
1000.0,0,1000,514.093857
1000.0,0,1000,517.016299
1000.0,0,1000,519.569124
1000.0,0,1000,522.172951
1000.0,0,1000,525.065181
1000.0,0,1000,527.86249
1000.0,0,1000,530.562504
1000.0,0,1000,533.089958
1000.0,0,1000,535.979192
1000.0,0,1000,538.905833
202.0,16,202,539.250528
1000.0,0,1000,542.062821
1000.0,0,1000,544.637416
1000.0,0,1000,547.500309
1000.0,0,1000,550.555748
1000.0,0,1000,553.157543
1000.0,0,1000,555.645889
1000.0,0,1000,558.571536
1000.0,2,1000,561.410412
1000.0,0,1000,563.868783
1000.0,0,1000,566.525806
1000.0,0,1000,569.265977
1000.0,0,1000,572.30442
1000.0,0,1000,574.823421
1000.0,0,1000,577.280818
1000.0,0,1000,579.959383
1000.0,0,1000,583.049248
1000.0,0,1000,585.581294
237.0,15,237,586.007636
1000.0,0,1000,588.522285
1000.0,0,1000,591.152096
1000.0,0,1000,594.112799
1000.0,0,1000,597.212864
1000.0,0,1000,599.710589
1000.0,0,1000,602.322404
1000.0,0,1000,605.273566
225.0,11,225,605.768898
1000.0,0,1000,608.358742
1000.0,0,1000,610.817756
1000.0,0,1000,613.536893
1000.0,0,1000,616.221714
1000.0,0,1000,619.138554
1000.0,0,1000,621.868061
1000.0,0,1000,624.333407
1000.0,0,1000,626.843715
1000.0,0,1000,629.713112
1000.0,0,1000,632.530874
1000.0,0,1000,635.0189
1000.0,0,1000,637.509072
1000.0,0,1000,640.450104
1000.0,0,1000,643.107912
1000.0,0,1000,645.699252
1000.0,0,1000,648.162739
1000.0,0,1000,651.410494
1000.0,0,1000,654.111111
1000.0,0,1000,656.480872
1000.0,0,1000,659.001618
1000.0,0,1000,661.864711
1000.0,0,1000,664.793081
1000.0,0,1000,667.433688
1000.0,0,1000,670.092921
1000.0,0,1000,672.723588
134.0,7,134,673.863595
96.0,4,96,674.127399
1000.0,0,1000,677.025734
160.0,16,160,677.298866
102.0,6,102,677.458783
391.0,30,391,678.21664
1000.0,0,1000,680.645193
1000.0,0,1000,683.166906
84.0,9,84,683.418424
95.0,13,95,683.629913
82.0,8,82,684.523401
80.0,13,80,684.70038
47.0,7,47,684.804879
1000.0,0,1000,687.623581
1000.0,0,1000,690.268378
86.0,24,86,690.433463
1000.0,0,1000,693.030826
71.0,10,71,693.15101
1000.0,0,1000,695.637502
1000.0,0,1000,698.551062
50.0,6,50,698.658921
1000.0,0,1000,701.551166
1000.0,0,1000,704.503479
62.0,9,62,704.621478
1000.0,0,1000,707.246635
61.0,13,61,707.450567
56.0,7,56,707.608722
67.0,13,67,707.750696
55.0,8,55,707.876173
105.0,29,105,708.108836
51.0,7,51,708.221672
73.0,8,73,708.381232
1000.0,0,1000,711.384003
46.0,6,46,711.476597
35.0,5,35,712.096339
1000.0,0,1000,714.476988
64.0,12,64,714.603839
53.0,9,53,714.712944
63.0,9,63,714.828051
50.0,7,50,714.928335
68.0,8,68,715.061025
53.0,8,53,715.16142
1000.0,0,1000,717.857247
53.0,5,53,717.96051
7.0,0,7,717.980089
43.0,6,43,718.061041
61.0,11,61,718.179896
1000.0,0,1000,720.89193
48.0,5,48,720.994246
64.0,11,64,721.135515
47.0,6,47,721.231328
52.0,7,52,721.34448
8.0,0,8,721.364755
49.0,7,49,721.480074
70.0,13,70,721.618187
44.0,6,44,721.6915
66.0,18,66,721.829924
52.0,9,52,722.840045
1000.0,13,1000,725.459135
43.0,7,43,725.539114
1000.0,0,1000,728.097451
47.0,7,47,728.171227
47.0,6,47,728.25284
62.0,9,62,728.362407
76.0,13,76,728.500008
59.0,8,59,728.607395
55.0,10,55,728.698789
64.0,13,64,728.810936
1000.0,0,1000,731.449831
41.0,6,41,731.542339
65.0,15,65,731.690332
31.0,2,31,731.757606
6.0,0,6,731.770954
48.0,5,48,731.888911
59.0,7,59,732.016539
58.0,5,58,732.147528
40.0,6,40,732.235272
55.0,6,55,732.389679
66.0,10,66,732.586433
1000.0,0,1000,735.661544
61.0,12,61,736.359752
56.0,10,56,736.457439
1000.0,0,1000,739.122113
56.0,8,56,739.230628
55.0,8,55,739.339154
44.0,8,44,739.423921
53.0,6,53,739.518123
47.0,5,47,739.60776
31.0,3,31,739.656766
6.0,0,6,739.669924
40.0,5,40,739.746483
1000.0,0,1000,742.277545
59.0,12,59,742.403796
1000.0,0,1000,745.093284
3.0,0,3,745.099054
1000.0,0,1000,747.585538
6.0,0,6,747.597894
1000.0,0,1000,750.17823
1000.0,0,1000,752.807348
68.0,14,68,752.925379
1000.0,0,1000,755.281934
1000.0,0,1000,758.108044
45.0,6,45,758.185894
53.0,4,53,758.279477
35.0,4,35,758.339246
53.0,10,53,758.43462
54.0,8,54,758.533115
57.0,12,57,758.627723
40.0,3,40,758.703979
55.0,9,55,758.799473
61.0,14,61,758.912558
1000.0,24,1000,761.315318
46.0,6,46,762.046612
62.0,10,62,762.166818
1000.0,0,1000,764.761608
37.0,3,37,764.826205
49.0,7,49,764.918072
41.0,4,41,764.997435
63.0,11,63,765.108789
64.0,14,64,765.23933
40.0,5,40,765.314387
84.0,16,84,765.471328
62.0,9,62,765.585948
1000.0,0,1000,768.011311
52.0,5,52,768.104075
13.0,0,13,768.125085
1000.0,0,1000,770.450884
1000.0,0,1000,772.91724
75.0,17,75,773.038063
52.0,11,52,773.12138
1000.0,0,1000,775.466837
63.0,11,63,775.586159
1000.0,0,1000,777.914208
69.0,13,69,778.035638
1000.0,0,1000,780.448395
50.0,5,50,780.539285
1000.0,0,1000,782.821354
62.0,5,62,782.927611
1000.0,0,1000,785.415389
61.0,8,61,786.100171
1000.0,0,1000,788.489078
59.0,9,59,788.595712
74.0,13,74,788.726088
1000.0,0,1000,790.994135
1000.0,0,1000,793.37613
120.0,16,120,793.589425
79.0,14,79,793.735139
113.0,19,113,793.946135
1000.0,0,1000,796.239025
58.0,10,58,796.348485
85.0,13,85,796.516308
89.0,18,89,796.680668
81.0,14,81,796.830005
3.0,0,3,796.839695
1000.0,0,1000,799.209295
69.0,9,69,799.316036
119.0,14,119,799.491792
71.0,9,71,800.191635
1000.0,0,1000,802.625661
101.0,22,101,802.808098
54.0,5,54,802.901852
1000.0,0,1000,805.654964
82.0,13,82,805.815944
81.0,9,81,805.961917
1000.0,0,1000,808.317559
67.0,8,67,808.428851
1000.0,0,1000,810.844204
51.0,10,51,810.942848
99.0,14,99,811.133478
149.0,23,149,811.397447
87.0,13,87,811.537235
69.0,7,69,811.644306
64.0,7,64,811.739357
66.0,7,66,812.378055
61.0,6,61,812.486976
1000.0,0,1000,814.849998
72.0,8,72,814.979695
1000.0,0,1000,817.38735
103.0,19,103,817.553123
1000.0,0,1000,820.025294
151.0,15,151,820.310006
69.0,7,69,820.437963
1000.0,0,1000,822.790735
1000.0,0,1000,825.250849
1000.0,0,1000,827.659737
1000.0,0,1000,830.074407
161.0,11,161,830.339036
1000.0,0,1000,832.740911
1000.0,0,1000,835.014123
1000.0,0,1000,837.451159
1000.0,0,1000,839.75511
1000.0,0,1000,842.136377
1000.0,0,1000,844.531194
1000.0,0,1000,846.972325
1000.0,0,1000,849.299832
1000.0,0,1000,851.731531
1000.0,0,1000,854.498701
1000.0,0,1000,856.888046
1000.0,0,1000,859.117558
1000.0,0,1000,861.57447
1000.0,0,1000,863.789033
1000.0,0,1000,866.210683
1000.0,0,1000,868.452157
1000.0,0,1000,870.896757
1000.0,0,1000,873.070015
1000.0,0,1000,875.483099
1000.0,0,1000,877.87662
1000.0,0,1000,880.268816
1000.0,0,1000,882.528438
1000.0,0,1000,884.957022
1000.0,0,1000,887.290685
1000.0,0,1000,889.594473
1000.0,0,1000,891.924708
1000.0,0,1000,894.382076
1000.0,0,1000,896.64337
1000.0,0,1000,899.118836
1000.0,0,1000,901.823391
1000.0,0,1000,904.17013
1000.0,0,1000,906.517324
1000.0,0,1000,909.001005
1000.0,0,1000,911.28981
1000.0,0,1000,913.659085
1000.0,0,1000,916.042861
1000.0,0,1000,918.473184
1000.0,0,1000,920.804233
1000.0,0,1000,923.108416
1000.0,0,1000,925.373226
1000.0,0,1000,927.695787
1000.0,0,1000,930.042676
1000.0,0,1000,932.445241
1000.0,0,1000,934.60009
1000.0,0,1000,937.121887
1000.0,0,1000,939.449242
1000.0,0,1000,941.966853
1000.0,0,1000,944.375207
1000.0,0,1000,946.828918
1000.0,0,1000,949.541107
1000.0,0,1000,951.932603
1000.0,0,1000,954.29426
1000.0,0,1000,956.801804
3.0,0,3,956.809404
1000.0,0,1000,959.167642
1000.0,0,1000,961.482891
1000.0,0,1000,963.842118
1000.0,0,1000,966.188639
1000.0,0,1000,968.59684
1000.0,0,1000,971.033773
1000.0,0,1000,973.371106
1000.0,0,1000,975.818374
3.0,0,3,975.824578
1000.0,0,1000,978.121545
1000.0,0,1000,980.519948
1000.0,0,1000,982.701223
1000.0,0,1000,985.095596
1000.0,0,1000,987.405665
1000.0,0,1000,989.871632
1000.0,0,1000,992.076746
98.0,12,98,992.253932
1000.0,0,1000,994.697903
98.0,12,98,994.878692
1000.0,0,1000,997.913912
1000.0,0,1000,1000.403354
67.0,7,67,1000.526636
60.0,8,60,1000.636533
1000.0,0,1000,1002.772655
56.0,7,56,1003.546785
85.0,14,85,1003.714963
57.0,8,57,1003.833363
63.0,8,63,1003.954271
121.0,22,121,1004.186802
88.0,12,88,1004.346637
63.0,8,63,1004.468672
84.0,15,84,1004.630082
63.0,8,63,1004.750071
80.0,13,80,1004.906966
1000.0,0,1000,1007.24019
94.0,14,94,1007.408908
134.0,25,134,1007.649221
78.0,14,78,1008.394339
66.0,9,66,1008.523438
1000.0,0,1000,1010.875007
1000.0,0,1000,1013.143353
1000.0,0,1000,1015.667991
68.0,10,68,1015.765325
1000.0,0,1000,1018.05461
1000.0,0,1000,1020.495988
85.0,19,85,1020.633077
1000.0,0,1000,1022.909854
1000.0,0,1000,1025.32471
62.0,9,62,1025.427501
1000.0,0,1000,1027.609265
1000.0,0,1000,1030.105976
1000.0,0,1000,1032.489109
79.0,17,79,1032.631865
1000.0,0,1000,1035.133445
3.0,0,3,1035.139896
1000.0,0,1000,1037.429316
70.0,12,70,1037.558217
75.0,13,75,1037.679074
89.0,16,89,1037.844441
1000.0,0,1000,1040.289277
55.0,9,55,1040.37958
94.0,29,94,1040.531003
55.0,7,55,1040.613845
61.0,6,61,1040.714872
61.0,13,61,1040.818271
63.0,8,63,1041.524133
1000.0,0,1000,1044.519476
67.0,9,67,1044.642779
1000.0,0,1000,1046.7998
1000.0,0,1000,1049.149146
88.0,24,88,1049.322239
1000.0,0,1000,1051.748842
1000.0,0,1000,1054.134811
43.0,3,43,1054.215054
87.0,23,87,1054.383528
48.0,5,48,1054.474648
53.0,7,53,1054.575804
46.0,5,46,1054.663761
62.0,7,62,1054.781778
54.0,8,54,1054.887408
51.0,6,51,1054.978513
47.0,5,47,1055.065819
52.0,7,52,1055.162058
74.0,15,74,1055.300776
53.0,5,53,1055.401464
84.0,17,84,1055.56281
51.0,6,51,1055.658921
47.0,5,47,1056.371742
1000.0,0,1000,1058.71835
73.0,16,73,1058.852817
1000.0,0,1000,1061.267243
57.0,10,57,1061.361516
1000.0,0,1000,1063.666303
56.0,5,56,1063.761473
59.0,9,59,1063.864859
58.0,10,58,1063.969915
1000.0,0,1000,1066.380218
1000.0,0,1000,1068.687317
1000.0,0,1000,1071.068085
56.0,8,56,1071.145905
1000.0,0,1000,1073.375419
1000.0,0,1000,1075.727569
88.0,21,88,1075.897493
1000.0,0,1000,1078.201261
1000.0,0,1000,1080.640189
1000.0,0,1000,1082.913906
1000.0,0,1000,1085.406185
1000.0,0,1000,1087.653946
1000.0,0,1000,1090.115242
1000.0,0,1000,1092.926631
1000.0,0,1000,1095.363518
1000.0,0,1000,1097.605873
1000.0,0,1000,1099.992389
1000.0,0,1000,1102.471465
1000.0,0,1000,1104.810138
1000.0,0,1000,1107.148082
1000.0,0,1000,1109.526097
1000.0,0,1000,1111.978011
1000.0,0,1000,1114.303075
1000.0,0,1000,1116.76426
1000.0,0,1000,1118.952893
1000.0,0,1000,1121.439113
1000.0,0,1000,1123.703515
155.0,20,155,1123.977961
1000.0,0,1000,1126.517418
1000.0,0,1000,1128.721061
96.0,14,96,1128.87192
1000.0,0,1000,1131.225953
1000.0,0,1000,1133.498799
1000.0,0,1000,1135.874761
57.0,7,57,1135.974329
1000.0,0,1000,1138.232589
119.0,18,119,1138.421767
1000.0,0,1000,1141.448736
1000.0,0,1000,1143.665467
1000.0,0,1000,1146.062541
90.0,16,90,1146.225986
1000.0,0,1000,1148.579239
1000.0,0,1000,1151.031437
174.0,26,174,1151.998447
1000.0,0,1000,1154.200137
1000.0,0,1000,1156.556051
1000.0,0,1000,1158.818361
77.0,10,77,1158.913039
1000.0,0,1000,1161.273538
1000.0,0,1000,1163.771948
1000.0,0,1000,1166.062749
1000.0,0,1000,1168.516145
1000.0,0,1000,1170.874026
261.0,17,261,1171.343134
1000.0,0,1000,1173.806602
1000.0,0,1000,1176.088518
1000.0,0,1000,1178.531119
1000.0,0,1000,1180.705549
1000.0,0,1000,1183.089447
1000.0,0,1000,1185.373071
153.0,13,153,1185.654257
1000.0,0,1000,1188.704431
1000.0,0,1000,1190.927823
1000.0,0,1000,1193.298314
1000.0,0,1000,1195.677836
1000.0,0,1000,1198.032925
1000.0,0,1000,1200.526759
1000.0,0,1000,1202.766995
1000.0,0,1000,1205.253681
1000.0,0,1000,1207.474635
1000.0,0,1000,1209.816529
1000.0,0,1000,1212.139472
1000.0,0,1000,1214.4442
250.0,28,250,1214.901216
204.0,25,204,1215.92202
1000.0,0,1000,1218.338653
1000.0,0,1000,1220.634663
1000.0,0,1000,1222.985837
1000.0,0,1000,1225.266095
132.0,14,132,1225.512362
1000.0,0,1000,1227.86333
1000.0,0,1000,1230.042999
1000.0,0,1000,1232.47405
128.0,14,128,1232.718277
168.0,16,168,1233.079686
113.0,10,113,1233.274724
93.0,10,93,1233.427454
170.0,22,170,1233.718236
1000.0,0,1000,1236.680614
1000.0,0,1000,1239.015408
85.0,9,85,1239.71534
114.0,17,114,1239.898282
1000.0,0,1000,1242.244875
1000.0,0,1000,1244.575348
137.0,12,137,1244.796559
1000.0,0,1000,1247.125865
1000.0,0,1000,1249.573057
97.0,12,97,1249.734663
90.0,10,90,1249.869327
1000.0,0,1000,1252.182888
109.0,14,109,1252.393048
89.0,12,89,1252.55872
81.0,9,81,1252.708592
1000.0,0,1000,1255.061587
82.0,10,82,1255.179677
92.0,8,92,1255.300503
143.0,13,143,1256.135906
1000.0,0,1000,1258.551179
1000.0,0,1000,1260.876002
76.0,7,76,1260.994658
66.0,10,66,1261.098748
79.0,8,79,1261.225854
1000.0,0,1000,1263.561821
139.0,16,139,1263.814101
120.0,16,120,1264.029975
97.0,14,97,1264.204909
1000.0,0,1000,1266.442065
1000.0,0,1000,1268.819605
1000.0,0,1000,1271.129225
1000.0,0,1000,1273.422402
65.0,6,65,1273.53661
67.0,7,67,1273.671277
81.0,12,81,1273.820722
118.0,18,118,1274.042783
113.0,20,113,1274.887624
79.0,7,79,1275.032116
91.0,14,91,1275.200101
1000.0,0,1000,1277.311519
1000.0,0,1000,1279.728922
84.0,15,84,1279.880045
1000.0,0,1000,1283.023528
76.0,11,76,1283.140428
150.0,21,150,1283.382409
74.0,8,74,1283.508136
1000.0,0,1000,1285.917148
75.0,9,75,1286.043936
54.0,6,54,1286.135552
91.0,13,91,1286.301804
120.0,19,120,1286.501443
90.0,16,90,1287.26433
86.0,11,86,1287.400322
1000.0,0,1000,1289.625005
86.0,12,86,1289.783407
88.0,12,88,1289.942014
1000.0,0,1000,1292.320903
85.0,7,85,1292.460241
98.0,15,98,1292.616373
67.0,7,67,1292.723204
69.0,12,69,1292.830719
1000.0,0,1000,1295.125842
56.0,8,56,1295.22168
78.0,14,78,1295.371058
152.0,31,152,1295.657422
54.0,7,54,1295.761982
85.0,13,85,1296.531252
65.0,7,65,1296.656485
131.0,42,131,1296.889613
91.0,13,91,1297.050318
65.0,10,65,1297.161858
1000.0,0,1000,1299.38762
76.0,9,76,1299.515048
111.0,14,111,1299.714483
60.0,9,60,1299.826839
55.0,6,55,1299.926506
71.0,13,71,1300.0549
75.0,10,75,1300.190656
77.0,11,77,1300.328751
71.0,10,71,1300.455665
1000.0,0,1000,1302.965914
75.0,12,75,1303.688798
100.0,23,100,1303.88896
1000.0,0,1000,1306.12889
1000.0,0,1000,1308.593495
1000.0,0,1000,1310.769998
1000.0,0,1000,1313.228555
75.0,12,75,1313.382454
87.0,11,87,1313.541717
1000.0,0,1000,1315.850077
87.0,13,87,1316.00758
1000.0,0,1000,1318.409158
1000.0,0,1000,1320.742612
66.0,9,66,1320.851542
1000.0,0,1000,1323.296842
1000.0,0,1000,1325.685769
1000.0,0,1000,1327.931323
76.0,14,76,1328.074817
1000.0,0,1000,1331.167079
64.0,11,64,1331.309647
82.0,8,82,1331.420601
1000.0,0,1000,1333.749425
1000.0,0,1000,1336.303171
67.0,8,67,1336.414698
90.0,14,90,1336.56584
1000.0,0,1000,1338.754654
1000.0,0,1000,1341.263443
1000.0,0,1000,1343.50708
69.0,7,69,1343.621811
93.0,11,93,1344.393895
1000.0,0,1000,1346.805986
1000.0,0,1000,1349.03571
1000.0,0,1000,1351.325068
106.0,19,106,1351.522953
102.0,17,102,1351.705835
1000.0,0,1000,1354.052056
1000.0,0,1000,1356.384711
68.0,10,68,1356.507783
1000.0,0,1000,1358.852344
80.0,12,80,1358.977264
96.0,27,96,1359.13017
1000.0,0,1000,1361.482481
1000.0,0,1000,1363.936743
3.0,0,3,1363.94299
1000.0,0,1000,1366.212509
203.0,27,203,1366.58551
1000.0,0,1000,1369.048524
1000.0,0,1000,1371.452872
136.0,17,136,1371.70881
1000.0,0,1000,1374.181329
1000.0,0,1000,1376.479827
1000.0,0,1000,1379.600531
1000.0,0,1000,1381.881721
108.0,17,108,1382.054615
1000.0,0,1000,1384.427625
1000.0,0,1000,1386.699614
1000.0,0,1000,1388.945787
133.0,13,133,1389.794776
1000.0,0,1000,1392.196711
1000.0,0,1000,1394.291173
1000.0,0,1000,1396.734183
1000.0,0,1000,1398.899158
1000.0,0,1000,1401.259304
1000.0,0,1000,1403.702068
1000.0,0,1000,1405.970591
1000.0,0,1000,1408.392439
1000.0,0,1000,1410.505825
1000.0,0,1000,1412.912394
1000.0,0,1000,1415.170292
119.0,0,119,1415.367055
1000.0,0,1000,1417.620348
1000.0,0,1000,1420.017964
1000.0,0,1000,1422.234538
1000.0,0,1000,1425.417506
1000.0,0,1000,1427.638749
1000.0,0,1000,1430.032529
1000.0,0,1000,1432.373439
1000.0,0,1000,1434.589715
1000.0,0,1000,1437.030589
1000.0,0,1000,1439.439284
1000.0,0,1000,1441.771027
1000.0,0,1000,1444.164134
1000.0,0,1000,1446.40976
1000.0,0,1000,1448.870556
1000.0,0,1000,1451.161405
1000.0,0,1000,1453.572405
1000.0,0,1000,1455.96115
1000.0,0,1000,1458.194872
1000.0,0,1000,1460.609003
1000.0,0,1000,1462.899824
1000.0,0,1000,1465.274818
1000.0,0,1000,1467.667759
1000.0,0,1000,1469.807157
1000.0,0,1000,1473.050682
1000.0,0,1000,1475.259709
8.0,0,8,1475.278849
1000.0,0,1000,1477.723426
1000.0,0,1000,1479.968027
1000.0,0,1000,1482.219339
1000.0,0,1000,1484.643879
1000.0,0,1000,1486.71832
1000.0,0,1000,1489.112963
1000.0,0,1000,1491.408402
1000.0,0,1000,1493.680322
1000.0,0,1000,1496.094978
1000.0,0,1000,1498.343235
1000.0,0,1000,1500.723181
1000.0,0,1000,1503.077862
1000.0,0,1000,1505.294713
1000.0,0,1000,1507.74361
1000.0,0,1000,1510.184327
1000.0,0,1000,1512.457644
1000.0,0,1000,1514.887985
1000.0,0,1000,1516.996475
1000.0,0,1000,1520.177037
1000.0,0,1000,1522.500149
1000.0,0,1000,1524.755646
1000.0,0,1000,1527.231009
1000.0,0,1000,1529.464484
1000.0,0,1000,1531.910755
1000.0,0,1000,1534.148837
1000.0,0,1000,1536.453406
1000.0,0,1000,1538.903157
1000.0,0,1000,1541.080204
1000.0,0,1000,1543.50673
1000.0,0,1000,1545.942725
1000.0,0,1000,1548.189129
1000.0,0,1000,1550.614579
1000.0,0,1000,1552.832462
1000.0,0,1000,1555.277863
1000.0,0,1000,1557.722689
1000.0,0,1000,1560.036662
1000.0,0,1000,1562.488323
1000.0,0,1000,1564.767266
1000.0,0,1000,1568.028804
1000.0,0,1000,1570.207522
1000.0,0,1000,1572.619832
1000.0,0,1000,1575.011756
1000.0,0,1000,1577.17338
1000.0,0,1000,1579.492559
1000.0,0,1000,1581.853992
1000.0,0,1000,1584.028988
1000.0,0,1000,1586.452235
1000.0,0,1000,1588.723957
150.0,14,150,1588.969726
1000.0,0,1000,1591.263
86.0,18,86,1591.414382
1000.0,0,1000,1593.888303
1000.0,0,1000,1596.07282
1000.0,0,1000,1598.493055
1000.0,0,1000,1600.794726
1000.0,0,1000,1602.99897
1000.0,0,1000,1605.375108
1000.0,0,1000,1607.701332
1000.0,0,1000,1610.033619
1000.0,0,1000,1612.42648
172.0,16,172,1612.712457
1000.0,0,1000,1615.659177
1000.0,0,1000,1618.059474
1000.0,0,1000,1620.364611
215.0,13,215,1620.730393
1000.0,0,1000,1623.187239
1000.0,0,1000,1625.520951
1000.0,0,1000,1627.742165
1000.0,0,1000,1630.218813
1000.0,0,1000,1632.391152
1000.0,0,1000,1634.764053
1000.0,0,1000,1637.155097
1000.0,0,1000,1639.41986
115.0,12,115,1639.637343
1000.0,0,1000,1642.10346
1000.0,0,1000,1644.500987
1000.0,0,1000,1646.920123
1000.0,0,1000,1649.418829
123.0,16,123,1650.213543
184.0,24,184,1650.545008
257.0,41,257,1650.911892
1000.0,0,1000,1653.183969
351.0,22,351,1653.834218
1000.0,0,1000,1656.218863
1000.0,0,1000,1658.407431
1000.0,0,1000,1660.825136
1000.0,0,1000,1664.266543
1000.0,0,1000,1666.70615
1000.0,0,1000,1668.926866
1000.0,0,1000,1671.274026
117.0,17,117,1671.493141
124.0,16,124,1672.345328
1000.0,0,1000,1674.769821
359.0,25,359,1675.306717
95.0,12,95,1675.452907
112.0,16,112,1675.628563
1000.0,0,1000,1677.943125
1000.0,0,1000,1680.347291
83.0,10,83,1680.485974
242.0,23,242,1680.910816
1000.0,0,1000,1683.233529
1000.0,0,1000,1685.720227
224.0,41,224,1686.678169
1000.0,0,1000,1688.917151
79.0,9,79,1689.054625
113.0,17,113,1689.264103
92.0,15,92,1689.427981
1000.0,0,1000,1691.839152
1000.0,0,1000,1694.014271
113.0,25,113,1694.200794
57.0,6,57,1694.29425
163.0,28,163,1694.559601
1000.0,0,1000,1696.995464
60.0,6,60,1697.098073
1000.0,0,1000,1699.507326
1000.0,0,1000,1701.704335
66.0,14,66,1701.825646
1000.0,0,1000,1704.236842
124.0,13,124,1705.06524
75.0,12,75,1705.196444
1000.0,0,1000,1707.494783
1000.0,0,1000,1710.922695
1000.0,0,1000,1713.177933
1000.0,0,1000,1715.634133
1000.0,0,1000,1717.970719
92.0,16,92,1718.113363
1000.0,0,1000,1720.352673
1000.0,0,1000,1722.755774
1000.0,0,1000,1725.177281
1000.0,0,1000,1727.614344
1000.0,0,1000,1730.088531
1000.0,0,1000,1732.44893
1000.0,0,1000,1734.852428
83.0,30,83,1735.006209
1000.0,0,1000,1737.219949
36.0,7,36,1737.278006
1000.0,0,1000,1739.629595
1000.0,0,1000,1742.031846
65.0,10,65,1742.155757
1000.0,0,1000,1744.390204
64.0,16,64,1744.514969
1000.0,0,1000,1746.931788
55.0,8,55,1747.032947
75.0,13,75,1747.168072
1000.0,0,1000,1749.475304
1000.0,0,1000,1751.824798
1000.0,0,1000,1754.224123
1000.0,0,1000,1756.326976
1000.0,0,1000,1759.677729
1000.0,0,1000,1761.874864
1000.0,0,1000,1764.177334
1000.0,0,1000,1766.641889
1000.0,0,1000,1768.818485
94.0,17,94,1768.971115
154.0,26,154,1769.238275
50.0,11,50,1769.337379
1000.0,0,1000,1771.747923
62.0,11,62,1771.863582
1000.0,0,1000,1774.086081
1000.0,0,1000,1776.506412
1000.0,0,1000,1778.959334
88.0,11,88,1779.680137
1000.0,0,1000,1781.816497
1000.0,0,1000,1784.235507
1000.0,0,1000,1786.504172
1000.0,0,1000,1788.840932
1000.0,0,1000,1791.228734
1000.0,0,1000,1793.622286
1000.0,0,1000,1796.017867
1000.0,0,1000,1798.414389
1000.0,0,1000,1800.818445
89.0,9,89,1800.971635
65.0,5,65,1801.082875
1000.0,0,1000,1803.481861
1000.0,0,1000,1806.856928
64.0,13,64,1806.9693
55.0,8,55,1807.06362
1000.0,0,1000,1809.476792
1000.0,0,1000,1811.898455
42.0,4,42,1811.972361
65.0,12,65,1812.085527
46.0,5,46,1812.165993
84.0,20,84,1812.313174
